open,close,low,high,volume
78.58142857,78.64286043,77.96428686,79.25714114,138719700
72.68000029,72.35713957,71.724289,73.57142643,266380800
71.99285886,71.53571314,71.23143,72.48143,125702500
71.79142757,71.39714057,70.95714571,72.35713957,169625400
70.73999786,71.51428229,70.50714114,71.64714057,116199300
71.80142971,71.64714057,71.32857514,72.53285986,100366000
72.26428229,72.684288,71.82286071,72.77999871,94170300
72.365715,73.22714229,72.32142643,73.61142729,82086200
72.865715,73.21571357,72.54428857,73.35713957,64441300
74.48285671,74.23999786,73.91143043,74.70428471,92570100
74.094284,75.56999971,74,75.99857329,86389800
75.80142971,76.565712,75.64286043,76.82142643,70564200
76.70714571,76.55999757,76.17713929,77.08000186,77025200
76.37999729,77.775711,76.31428529,77.83571629,76849500
77.49571229,77.71286014,77.315712,77.99714657,68231100
78,77.99857329,77.94428257,78.74143214,65062900
77.82142643,76.76714329,76.33571629,78.12714386,78442000
76.14142614,75.87857057,75.57142643,76.71428686,76464500
76.112854,75.03571314,74.94285586,76.36714171,69696200
74.73571771,75.36428829,74.63143157,75.702858,72227400
75.62571714,74.58000186,74.42857357,75.65285486,57988000
74.80142971,73.90714257,73.65714257,75,69054300
73.87714386,75.38143157,73.72142786,75.54000086,75470500
75.58285529,75.17713929,74.58856957,76.10713957,92992200
74.77428443,75.39428714,74.68714143,75.80714414,59695300
75.85713957,75.89142614,75.39571386,76.09143071,64785000
75.84571071,76.05142971,75.58999629,76.39286043,50015700
76.112854,75.82142643,75.44285586,76.34857171,46372200
75.87000271,75.77714543,75.15000157,75.99714657,55182400
75.48000329,75.84571071,75.47714229,76.19000243,44646000
76.49285886,76.58428186,76.08428186,76.96286014,69806100
76.35857386,76.65856929,76,76.76428229,49831600
76.77714543,75.80714414,75.594284,77.094284,64435700
75.54142757,74.95571143,74.71428686,75.84143071,59299800
75.38571171,75.24857329,75.12142943,75.70999914,49886200
75.12857057,75.91428371,75.02857214,75.99571229,52411800
76.03713986,75.89428714,75.57142643,76.60571286,56189000
75.69857029,75.52857214,75.33571629,76.09571071,52099600
75.98999786,76.12428286,75.19000243,76.25,93511600
76.91714471,77.02714543,76.43714143,77.21428686,88925200
77.35713957,77.85571286,77.08428186,77.96428686,70573300
78.07428743,77.11142729,76.98000329,78.42857357,74942000
77.14571386,76.77999871,76.44571686,77.35713957,55507900
76.90285486,76.69428257,76.32142643,76.99143214,50141000
77.03285986,76.67713929,76.56143186,77.25856786,42167300
76.82286071,77.37857057,76.681427,77.41000371,50190000
77.48285671,77.50714114,77.18000029,77.63999943,45105200
77.34143071,76.97000129,76.80571743,77.5,40586000
77.115715,75.974289,75.797142,77.14286043,68812800
75.431427,74.78142543,74.55571743,75.84285743,72462600
75.02714543,74.77714543,74.09999843,75.16000371,60972100
74.662857,75.76000214,74.57428743,75.78428643,51542400
75.81143186,74.78285986,74.73857114,76.03428643,59913000
74.14286043,74.23000329,73.87714386,74.69000243,67929400
74.55714414,74.525711,73.887146,74.594284,51418500
74.32428743,73.99428557,73.047142,74.51999671,66622500
74.00714114,74.14428714,73.44857029,74.44142914,53691400
74.28571314,74.99143214,74.17142486,75.39428714,71083600
75.04856871,75.88143157,74.85142514,76.01999671,45637200
75.47285457,75.95714571,75.21428686,75.97571557,50640800
75.58000186,74.96428686,74.92142486,75.87571714,98735000
81.17285914,81.11000057,80.10428614,81.42857357,189977900
80.64714057,81.70571143,80.565712,81.71286014,97568800
81.82857514,84.87000271,81.79285429,85.10713957,167371400
84.81999971,84.61856843,84.21571357,85.13999943,84344400
84.662857,84.29856871,84.25714114,85.63285829,114160200
84.57142643,84.49714657,83.76571657,84.97142786,61012000
84.62000271,84.65428929,84.24428557,84.88571171,47878600
84.30571743,85.85142514,84.28571314,85.85713957,71766800
85.97142786,84.91571814,84.91571814,86.344284,93641100
85.03571314,84.61856843,83.96142571,85.32714086,70716100
84.03571314,83.99857329,83.771431,84.91571814,57574300
83.50571443,83.64857486,82.90428929,83.75,72899400
83.92713929,84.69000243,83.91428371,84.80857086,53302200
84.57142643,84.82286071,84.38571171,84.934288,39934300
84.63285829,84.83856957,84.53428643,85.34285743,41601000
84.95714571,84.11714171,84.00571443,85.228569,57711500
84.08999629,85.35857386,83.62857057,85.36142729,69064100
85.40714257,86.37000271,85.33285529,86.76142886,79438800
86.35857386,86.387146,85.818573,86.62857057,58709000
86.26142886,86.615715,86.00856786,86.67142486,49214900
86.65714257,86.75285343,86.300003,87.12142943,50190000
86.75,87.73285671,86.63857271,87.818573,58052400
87.98285671,89.37571714,87.94714357,89.40856929,87216500
89.431427,89.14428714,89.11142729,89.97571557,78870400
89.69285586,90.76857,89.681427,90.98143,94118500
91.13999943,90.42857357,89.84285743,92.02428443,141005200
90.565712,89.80714414,88.92857357,90.69000243,92337700
89.77999871,91.07714086,89.75,91.24857329,73177300
91.06285857,92.11714171,90.87285614,92.55571743,83870500
92.31428529,92.478569,91.80142971,92.76714329,75951400
92.84285743,92.224289,92.06714629,93.03713986,87484600
92.699997,93.699997,91.75,93.879997,75415000
94.730003,94.25,93.57,95.050003,62777000
94.129997,93.860001,93.470001,94.760002,45681000
94.040001,92.290001,91.900002,94.120003,54749000
92.199997,91.279999,90.879997,92.440002,54525000
91.510002,92.199997,91.449997,92.75,35561000
92.309998,92.080002,91.800003,92.699997,29726000
92.269997,92.18,91.349998,92.290001,33514000
92.290001,91.860001,91.339996,92.300003,35528000
91.849998,90.910004,90.900002,92.550003,100898000
91.32,90.830002,90.599998,91.620003,43694000
90.75,90.279999,90.190002,91.739998,39036000
90.209999,90.360001,89.650002,90.699997,36869000
90.370003,90.900002,89.800003,91.050003,32629000
90.82,91.980003,90.769997,92,64029000
92.099998,92.93,92.089996,93.730003,49482300
93.519997,93.519997,93.129997,94.07,38223000
93.870003,93.480003,93.089996,94.059998,28465000
93.669998,94.029999,93.199997,94.099998,22891800
94.139999,95.970001,94.099998,95.989998,56468000
96.269997,95.349998,93.919998,96.800003,65222000
95.440002,95.389999,94.760002,95.949997,36436000
93.760002,95.040001,93.519997,95.550003,39686000
95.360001,95.220001,94.860001,95.889999,34018000
95.860001,96.449997,95.650002,96.889999,42810000
96.800003,95.32,95.029999,96.849998,45477900
96.970001,94.779999,94.739998,97.099998,53396300
95.029999,93.089996,92.57,95.279999,57298000
93.620003,94.43,93.019997,94.739998,49988000
94.989998,93.940002,93.720001,95,39079000
94.68,94.720001,94.120003,94.889999,55197000
95.419998,97.190002,95.169998,97.879997,92918000
97.040001,97.029999,96.419998,97.32,45729000
96.849998,97.669998,96.639999,97.839996,43469000
97.82,99.019997,97.550003,99.239998,55318000
99.330002,98.379997,98.25,99.440002,43143000
98.440002,98.150002,97.669998,98.699997,33010000
97.160004,95.599998,95.330002,97.449997,56843000
94.900002,96.129997,94.809998,96.620003,48511000
96.370003,95.589996,95.169998,96.580002,39958000
95.360001,95.120003,94.360001,95.68,55933000
94.75,94.959999,94.709999,95.480003,38558000
94.93,94.480003,94.099998,95.949997,46711000
94.260002,94.739998,93.279999,94.82,41865000
95.269997,95.989998,94.839996,96.080002,36585000
96.040001,95.970001,95.610001,96.879997,33795000
96.150002,97.239998,96.040001,97.239998,31916000
97.330002,97.5,96.800003,97.57,28116000
97.900002,97.980003,96.860001,98.190002,48951000
98.489998,99.160004,97.980003,99.370003,47572000
99.410004,100.529999,99.32,100.68,69399000
100.440002,100.57,99.949997,101.089996,52699000
100.57,100.580002,100.110001,100.940002,33478000
100.290001,101.32,100.190002,101.470001,44184000
101.790001,101.540001,101.279999,102.169998,40270000
101.419998,100.889999,100.860001,101.5,33152000
101.019997,102.129997,100.699997,102.57,52369000
101.589996,102.25,101.559998,102.779999,68460000
102.860001,102.5,102.199997,102.900002,44595000
103.059998,103.300003,102.720001,103.739998,53564000
103.099998,98.940002,98.580002,103.199997,125421000
98.849998,98.120003,97.790001,100.089996,85718000
98.800003,98.970001,98.309998,99.389999,58457000
99.300003,98.360001,98.050003,99.309998,46356700
99.080002,97.989998,96.139999,103.080002,189846300
98.010002,101,97.760002,101.110001,100869600
100.410004,101.43,99.620003,101.440002,62353100
101.209999,101.660004,101.080002,102.190002,62626100
102.809998,101.629997,101.440002,103.050003,61316500
99.800003,100.860001,98.889999,101.260002,66908100
101.269997,101.580002,100.589996,101.800003,60926500
101.93,101.790001,101.559998,102.349998,37299400
102.290001,100.959999,100.5,102.349998,70902400
101.800003,101.059998,100.580002,102.139999,52788400
100.599998,102.639999,100.540001,102.940002,63402200
102.160004,101.75,101.199997,102.849998,60171800
100.510002,97.870003,97.720001,100.709999,100092000
98.529999,100.75,98.400002,100.75,62370500
98.650002,100.110001,98.629997,100.440002,49766300
100.809998,100.75,100.529999,101.540001,55264100
100.589996,99.18,98.699997,100.690002,51491300
99.269997,99.900002,98.040001,100.220001,47757800
99.440002,99.620003,99.040001,100.209999,43469600
99.949997,99.620003,99.419998,100.650002,37051200
99.43,98.75,98.730003,100.120003,42094200
98.760002,100.800003,98.309998,101.110001,57404700
101.540001,101.019997,100.610001,102.379997,77376500
100.690002,100.730003,100.300003,102.029999,66331600
101.330002,99.809998,99.809998,101.779999,53583400
100.389999,98.75,98.57,100.519997,63688600
97.970001,97.540001,95.18,99.150002,100933600
95.550003,96.260002,95.410004,97.720001,72154500
97.5,97.669998,96.809998,99,68179700
98.32,99.760002,98.220001,99.959999,77517300
103.019997,102.470001,101.269997,103.019997,94623900
102.839996,102.989998,102.599998,104.110001,68263100
104.080002,104.830002,103.629997,105.050003,71074700
105.18,105.220001,104.529999,105.489998,47053900
104.849998,105.110001,104.699997,105.480003,34187700
105.400002,106.739998,105.349998,106.739998,48060900
106.650002,107.339996,106.360001,107.370003,52687900
106.959999,106.980003,105.900002,107.349998,40654800
108.010002,108,107.209999,108.040001,44639300
108.220001,109.400002,108.010002,110.300003,52282600
109.360001,108.599998,107.720001,109.489998,41574400
109.099998,108.860001,108.129997,109.300003,37435900
108.599998,108.699997,107.800003,108.790001,34968500
108.75,109.010002,108.550003,109.32,33691500
109.019997,108.830002,108.669998,109.330002,27195500
108.699997,109.699997,108.400002,109.75,27442300
109.379997,111.25,109.370003,111.43,46942400
111.800003,112.82,111.599998,113.449997,59522900
113.150002,114.18,111.209999,114.190002,44063600
114.269997,113.989998,113.300003,117.279999,46746700
113.940002,115.470001,113.889999,115.690002,44224000
115.440002,114.669998,113.800003,115.739998,41869200
114.910004,116.309998,114.849998,116.860001,43395500
117.510002,116.470001,116.029999,117.57,57179300
116.849998,118.629997,116.620003,118.769997,47450800
119.07,117.599998,117.449997,119.75,68840400
117.940002,119,117.830002,119.099998,40768300
119.269997,118.93,118.050003,119.400002,24814400
118.809998,115.07,111.269997,119.25,83814000
113.5,114.629997,112.75,115.75,59348900
115.75,115.93,115.110001,116.349998,43063400
115.769997,115.489998,115.290001,117.199997,42044500
115.989998,115,114.639999,116.080002,38318900
114.099998,112.400002,111.620003,114.650002,57664900
110.190002,114.120003,109.349998,114.300003,60208000
114.410004,111.949997,111.540001,114.849998,44565300
112.260002,111.620003,111.339996,113.800003,41401700
110.459999,109.730003,109.580002,111.870003,56028100
110.699997,108.230003,106.349998,111.599998,67218100
106.370003,106.75,106.260002,110.160004,60790700
107.120003,109.410004,106.82,109.839996,53411800
111.870003,112.650002,110.660004,112.650002,59006200
112.260002,111.779999,111.660004,113.239998,88429800
112.160004,112.940002,111.970001,113.489998,45167500
113.230003,112.540001,112.459999,113.330002,26028400
112.580002,112.010002,112.010002,112.709999,14479600
112.099998,113.989998,112.010002,114.519997,33721000
113.790001,113.910004,113.699997,114.769997,27598900
113.639999,112.519997,112.110001,113.919998,29881500
112.82,110.379997,110.209999,113.129997,41403400
111.389999,109.330002,107.349998,111.440002,53204600
108.290001,106.25,105.410004,108.650002,64285500
106.540001,106.260002,104.629997,107.43,65797100
107.199997,107.75,106.699997,108.199997,40105900
109.230003,111.889999,108.699997,112.150002,59364500
112.669998,112.010002,110.209999,113.25,53699500
112.599998,109.25,108.800003,112.629997,49650800
111.43,110.220001,108.910004,112.800003,67091900
109.040001,109.800003,108.5,110.489998,48337000
110,106.82,106.660004,110.059998,60014000
107.029999,105.989998,105.199997,107.580002,78513300
107.839996,108.720001,106.5,108.970001,49899900
108.949997,109.550003,108.269997,111.059998,48575900
110.260002,112.400002,109.720001,112.470001,53796400
112.300003,112.980003,111.529999,113.75,46464800
113.739998,113.099998,112.800003,114.360001,55615000
112.419998,109.139999,109.029999,112.480003,95568700
117.629997,115.309998,115.309998,118.120003,146477100
116.32,118.900002,115.559998,119.190002,84436400
118.400002,117.160004,116.849998,120,83745500
118.050003,118.629997,116.080002,119.169998,62739100
118.5,118.650002,117.610001,119.089996,51915700
118.5,119.559998,118.309998,120.510002,70149700
120.019997,119.940002,119.25,120.230003,42246200
120.019997,118.93,118.449997,120.25,43706600
118.550003,119.720001,118.43,119.839996,38889800
120.169998,122.019997,120.160004,122.150002,62008500
122.769997,124.879997,122.5,124.919998,73561800
126.059998,126.459999,125.57,127.480003,74474500
127.279999,127.080002,125.650002,127.279999,54272200
127.489998,127.830002,126.919998,128.880005,63152400
127.629997,128.720001,127.449997,128.779999,44891700
128.479996,128.449997,128.330002,129.029999,37362400
128.619995,129.5,128.050003,129.5,48948400
130.020004,133,129.660004,133,70974100
132.940002,132.169998,131.169998,133.600006,69228100
131.559998,128.789993,128.149994,131.600006,74711700
128.789993,130.419998,126.610001,130.869995,91287500
130,128.460007,128.240005,130.570007,62014800
129.25,129.089996,128.300003,130.279999,48096700
128.960007,129.360001,128.089996,129.520004,37816300
129.100006,128.539993,128.320007,129.559998,31666300
128.580002,126.410004,125.760002,128.75,56517100
128.399994,126.599998,126.260002,129.369995,72842100
127.959999,127.139999,125.059998,129.570007,88528500
126.410004,124.510002,123.800003,127.220001,68856600
124.75,122.239998,122.110001,124.769997,68939000
122.309998,124.449997,121.629997,124.900002,48362700
124.400002,123.589996,122.580002,125.400002,51827300
123.879997,124.949997,122.870003,124.949997,35874300
125.900002,127.040001,125.650002,127.32,51023100
127,128.470001,126.370003,129.160004,65270900
128.75,127.5,127.400002,129.25,45809500
128.25,125.900002,125.160004,128.399994,68695100
127.120003,127.209999,126.519997,127.849998,37709700
127.230003,126.690002,126.559998,128.039993,32842300
126.540001,123.379997,123.379997,126.82,51655200
122.760002,124.239998,122.599998,124.879997,47572900
124.57,123.25,122.910004,124.699997,39546200
124.050003,126.370003,124,126.400002,47099700
126.089996,124.43,124.360001,126.489998,42090600
124.82,124.25,123.099998,125.120003,40621400
125.029999,125.32,124.190002,125.559998,32220100
124.470001,127.349998,124.330002,127.510002,37194000
127.639999,126.010002,125.980003,128.119995,35012300
125.849998,125.599998,124.970001,126.400002,37329200
125.849998,126.559998,124.660004,126.580002,32484000
125.949997,127.099998,125.260002,127.209999,40188000
128.369995,126.849998,126.610001,128.570007,36365100
127,126.300003,125.910004,127.290001,25524600
126.410004,126.779999,126.010002,127.129997,28970400
126.279999,126.169998,126.110001,127.099998,28369000
125.550003,124.75,124.459999,126.139999,51957000
125.57,127.599998,125.169998,128.119995,47054300
128.100006,126.910004,126.669998,128.199997,32435100
126.989998,128.619995,126.32,128.869995,37654500
128.300003,129.669998,128.139999,130.419998,45770900
130.490005,130.279999,129.229996,130.630005,44525900
132.309998,132.649994,131.149994,133.130005,96954200
134.460007,130.559998,129.570007,134.539993,118924000
130.160004,128.639999,128.300003,131.589996,63386100
128.639999,125.150002,124.580002,128.639999,83195400
126.099998,128.949997,125.300003,130.130005,58512600
129.5,128.699997,128.259995,130.570007,50988300
128.149994,125.800003,125.779999,128.449997,49271400
